Year-Tm,Year,Tm,Lg,G,W,L,W-L%,#Bat,R/G-hit,PA-hit,AB-hit,R-hit,H-hit,2B-hit,3B-hit,HR-hit,RBI-hit,SB-hit,CS-hit,BB-hit,SO-hit,BA-hit,OBP-hit,SLG-hit,OPS-hit,TB-hit,GDP-hit,HBP-hit,SH-hit,SF-hit,IBB-hit,LOB-hit,OPS+-hit,ERA-pitch,CG-pitch,SHO-pitch,SV-pitch,IP-pitch,H-pitch,R-pitch,ER-pitch,HR-pitch,BB-pitch,IBB-pitch,SO-pitch,HBP-pitch,BK-pitch,WP-pitch,BF-pitch,WHIP-pitch,H9-pitch,HR9-pitch,BB9-pitch,SO9-pitch,SO/W-pitch,ERA+-pitch,Winner
2017CHW,2017,CHW,AL,162.0,67.0,95.0,0.414,39.0,4.36,6059.0,5513.0,706.0,1412.0,256.0,37.0,186.0,670.0,71.0,31.0,401.0,1397.0,0.256,0.314,0.41700000000000004,0.731,2300.0,124.0,76.0,35.0,33.0,17.0,1055.0,96.0,4.78,0,0,25,1421.2,1384,820,755,242,632,36,1193,68,5,67,6200,1.4180000000000001,8.8,1.5,4.0,7.6,1.89,90,False
2017LAA,2017,LAA,AL,162.0,80.0,82.0,0.494,42.0,4.38,6073.0,5415.0,710.0,1314.0,251.0,14.0,186.0,678.0,136.0,44.0,523.0,1198.0,0.243,0.315,0.397,0.7120000000000001,2151.0,141.0,70.0,17.0,46.0,30.0,1033.0,92.0,4.2,1,1,43,1440.2,1373,709,672,224,470,25,1312,44,6,57,6030,1.2790000000000001,8.6,1.4,2.9,8.2,2.79,102,False
2013OAK,2013,OAK,AL,162.0,96.0,66.0,0.593,41.0,4.73,6209.0,5521.0,767.0,1403.0,301.0,25.0,186.0,725.0,74.0,28.0,573.0,1178.0,0.254,0.327,0.419,0.745,2312.0,108.0,45.0,21.0,49.0,29.0,1126.0,107.0,3.56,6,4,46,1452.0,1339,625,574,163,428,23,1183,35,1,56,6069,1.217,8.3,1.0,2.7,7.3,2.76,109,False
2011TOR,2011,TOR,AL,162.0,81.0,81.0,0.5,38.0,4.59,6210.0,5559.0,743.0,1384.0,285.0,34.0,186.0,704.0,131.0,52.0,525.0,1184.0,0.249,0.317,0.413,0.73,2295.0,108.0,48.0,31.0,47.0,41.0,1090.0,96.0,4.33,7,3,33,1458.2,1433,761,701,179,540,28,1169,77,3,73,6286,1.3530000000000002,8.8,1.1,3.3,7.2,2.16,99,False
2016CLE,2016,CLE,AL,161.0,94.0,67.0,0.584,39.0,4.83,6155.0,5484.0,777.0,1435.0,308.0,29.0,185.0,733.0,134.0,31.0,531.0,1246.0,0.262,0.32899999999999996,0.43,0.759,2356.0,137.0,49.0,31.0,60.0,16.0,1084.0,96.0,3.86,5,3,37,1445.0,1330,676,619,186,461,34,1398,34,7,49,6033,1.239,8.3,1.2,2.9,8.7,3.03,118,False
2013TOR,2013,TOR,AL,162.0,74.0,88.0,0.457,41.0,4.4,6152.0,5537.0,712.0,1398.0,273.0,24.0,185.0,669.0,112.0,41.0,510.0,1123.0,0.252,0.318,0.41100000000000003,0.7290000000000001,2274.0,133.0,38.0,29.0,38.0,19.0,1065.0,99.0,4.26,4,2,39,1452.0,1451,756,688,195,500,33,1208,65,7,54,6250,1.344,9.0,1.2,3.1,7.5,2.42,97,False
2011MIL,2011,MIL,NL,162.0,96.0,66.0,0.593,48.0,4.45,6113.0,5447.0,721.0,1422.0,276.0,31.0,185.0,693.0,94.0,31.0,481.0,1083.0,0.261,0.325,0.425,0.75,2315.0,114.0,56.0,85.0,44.0,53.0,1110.0,102.0,3.64,1,1,47,1442.0,1348,638,583,147,440,16,1257,33,5,70,6048,1.24,8.4,0.9,2.7,7.8,2.86,109,False
2008CHC,2008,CHC,NL,161.0,97.0,64.0,0.602,42.0,5.31,6384.0,5588.0,855.0,1552.0,329.0,21.0,184.0,811.0,87.0,34.0,636.0,1186.0,0.278,0.354,0.44299999999999995,0.797,2475.0,134.0,50.0,65.0,45.0,48.0,1237.0,103.0,3.87,2,1,44,1451.0,1329,671,624,160,548,45,1264,65,7,48,6194,1.294,8.2,1.0,3.4,7.8,2.31,118,False
2016NYY,2016,NYY,AL,162.0,84.0,78.0,0.519,42.0,4.2,6059.0,5458.0,680.0,1378.0,245.0,20.0,183.0,647.0,72.0,22.0,475.0,1188.0,0.252,0.315,0.405,0.72,2212.0,121.0,42.0,21.0,49.0,19.0,1098.0,91.0,4.16,0,0,48,1428.1,1358,702,661,214,444,15,1393,57,2,52,6023,1.262,8.6,1.3,2.8,8.8,3.14,104,False
2019CHW,2019,CHW,AL,161.0,72.0,89.0,0.447,40.0,4.4,6042.0,5529.0,708.0,1443.0,260.0,20.0,182.0,676.0,63.0,28.0,378.0,1549.0,0.261,0.314,0.414,0.728,2289.0,114.0,66.0,36.0,32.0,13.0,1071.0,92.0,4.9,6,2,33,1413.0,1438,832,770,238,582,30,1312,51,5,71,6159,1.43,9.2,1.5,3.7,8.4,2.25,94,False
2018CHW,2018,CHW,AL,162.0,62.0,100.0,0.38299999999999995,38.0,4.05,6071.0,5523.0,656.0,1332.0,259.0,40.0,182.0,639.0,98.0,41.0,425.0,1594.0,0.24100000000000002,0.302,0.401,0.703,2217.0,99.0,66.0,24.0,32.0,18.0,1050.0,93.0,4.85,0,0,34,1437.0,1404,848,774,196,653,25,1259,89,9,94,6339,1.431,8.8,1.2,4.1,7.9,1.93,88,False
2010MIL,2010,MIL,NL,162.0,77.0,85.0,0.475,43.0,4.63,6304.0,5606.0,750.0,1471.0,293.0,33.0,182.0,710.0,81.0,26.0,546.0,1216.0,0.262,0.335,0.424,0.759,2376.0,115.0,81.0,35.0,35.0,35.0,1220.0,103.0,4.59,3,3,35,1439.0,1487,804,734,173,582,42,1258,48,3,71,6324,1.4380000000000002,9.3,1.1,3.6,7.9,2.16,88,False
2013ATL,2013,ATL,NL,162.0,96.0,66.0,0.593,44.0,4.25,6133.0,5441.0,688.0,1354.0,247.0,21.0,181.0,656.0,64.0,31.0,542.0,1384.0,0.249,0.321,0.402,0.723,2186.0,119.0,55.0,58.0,35.0,36.0,1132.0,99.0,3.18,1,0,53,1450.1,1326,548,512,127,409,35,1232,51,3,50,5989,1.196,8.2,0.8,2.5,7.6,3.01,118,False
2000ARI,2000,ARI,NL,162.0,85.0,77.0,0.525,41.0,4.89,6241.0,5527.0,792.0,1466.0,282.0,44.0,179.0,756.0,97.0,44.0,535.0,975.0,0.265,0.33299999999999996,0.429,0.763,2373.0,114.0,59.0,61.0,58.0,37.0,1128.0,88.0,4.36,16,4,38,1443.2,1441,754,700,190,500,53,1220,42,10,30,6158,1.344,9.0,1.2,3.1,7.6,2.44,110,False
2013BOS,2013,BOS,AL,162.0,97.0,65.0,0.599,38.0,5.27,6382.0,5651.0,853.0,1566.0,363.0,29.0,178.0,819.0,123.0,19.0,581.0,1308.0,0.27699999999999997,0.349,0.446,0.795,2521.0,137.0,72.0,24.0,50.0,51.0,1212.0,116.0,3.8,5,2,33,1453.2,1366,656,613,156,524,10,1294,47,5,47,6143,1.3,8.5,1.0,3.2,8.0,2.47,109,False
2016SDP,2016,SDP,NL,162.0,68.0,94.0,0.42,58.0,4.23,6001.0,5419.0,686.0,1275.0,257.0,26.0,177.0,654.0,125.0,45.0,449.0,1500.0,0.235,0.299,0.39,0.6890000000000001,2115.0,93.0,58.0,36.0,36.0,30.0,965.0,86.0,4.44,1,0,35,1440.0,1425,770,711,183,569,44,1222,53,3,67,6228,1.385,8.9,1.1,3.6,7.6,2.15,90,False
2015NYM,2015,NYM,NL,162.0,90.0,72.0,0.556,48.0,4.22,6145.0,5527.0,683.0,1351.0,295.0,17.0,177.0,654.0,51.0,25.0,488.0,1290.0,0.244,0.312,0.4,0.7120000000000001,2211.0,130.0,68.0,29.0,32.0,42.0,1098.0,96.0,3.45,1,1,50,1462.2,1341,613,561,152,383,43,1337,44,2,46,6046,1.179,8.3,0.9,2.4,8.2,3.49,111,False
2015WSN,2015,WSN,NL,162.0,83.0,79.0,0.512,44.0,4.34,6117.0,5428.0,703.0,1363.0,265.0,13.0,177.0,665.0,57.0,23.0,539.0,1344.0,0.251,0.321,0.40299999999999997,0.7240000000000001,2185.0,129.0,44.0,55.0,51.0,38.0,1114.0,96.0,3.62,4,3,41,1434.2,1366,635,577,145,364,37,1342,55,4,39,5975,1.206,8.6,0.9,2.3,8.4,3.69,110,False
2014TOR,2014,TOR,AL,162.0,83.0,79.0,0.512,47.0,4.46,6167.0,5549.0,723.0,1435.0,282.0,24.0,177.0,690.0,78.0,21.0,502.0,1151.0,0.259,0.32299999999999995,0.414,0.736,2296.0,128.0,41.0,35.0,40.0,27.0,1122.0,108.0,4.0,3,2,45,1443.0,1400,686,642,151,490,23,1199,57,5,43,6150,1.31,8.7,0.9,3.1,7.5,2.45,95,False
2002BOS,2002,BOS,AL,162.0,93.0,69.0,0.574,32.0,5.3,6332.0,5640.0,859.0,1560.0,348.0,33.0,177.0,810.0,80.0,28.0,545.0,944.0,0.27699999999999997,0.345,0.444,0.789,2505.0,139.0,72.0,22.0,53.0,39.0,1175.0,106.0,3.75,5,3,51,1445.2,1339,665,603,146,430,29,1157,84,6,31,6049,1.224,8.3,0.9,2.7,7.2,2.69,122,False
2018ARI,2018,ARI,NL,162.0,82.0,80.0,0.506,49.0,4.28,6157.0,5460.0,693.0,1283.0,259.0,50.0,176.0,658.0,79.0,25.0,560.0,1460.0,0.235,0.31,0.397,0.7070000000000001,2170.0,110.0,52.0,38.0,45.0,36.0,1086.0,86.0,3.73,2,1,39,1463.0,1313,644,606,174,522,43,1448,57,5,69,6139,1.254,8.1,1.1,3.2,8.9,2.77,113,False
2018SEA,2018,SEA,AL,162.0,89.0,73.0,0.5489999999999999,41.0,4.18,6087.0,5513.0,677.0,1402.0,256.0,32.0,176.0,644.0,79.0,37.0,430.0,1221.0,0.254,0.314,0.408,0.722,2250.0,128.0,70.0,29.0,41.0,17.0,1084.0,102.0,4.13,3,1,60,1448.2,1396,711,664,195,400,21,1328,72,3,57,6073,1.24,8.7,1.2,2.5,8.3,3.32,99,False
2015LAA,2015,LAA,AL,162.0,85.0,77.0,0.525,43.0,4.08,5990.0,5417.0,661.0,1331.0,243.0,21.0,176.0,621.0,52.0,34.0,435.0,1150.0,0.24600000000000002,0.307,0.396,0.7020000000000001,2144.0,116.0,58.0,37.0,40.0,34.0,1013.0,97.0,3.94,2,2,46,1440.2,1355,675,631,166,466,45,1221,71,4,61,6096,1.264,8.5,1.0,2.9,7.6,2.62,96,False
2013DET,2013,DET,AL,162.0,93.0,69.0,0.574,37.0,4.91,6388.0,5735.0,796.0,1625.0,292.0,23.0,176.0,767.0,35.0,20.0,531.0,1073.0,0.28300000000000003,0.34600000000000003,0.434,0.78,2491.0,146.0,43.0,32.0,47.0,40.0,1250.0,111.0,3.61,3,1,39,1462.2,1369,624,587,128,462,29,1428,42,7,63,6119,1.252,8.4,0.8,2.8,8.8,3.09,116,False
2013TEX,2013,TEX,AL,163.0,91.0,72.0,0.5579999999999999,37.0,4.48,6196.0,5585.0,730.0,1465.0,262.0,23.0,176.0,691.0,149.0,46.0,462.0,1067.0,0.262,0.32299999999999995,0.41200000000000003,0.735,2301.0,124.0,61.0,45.0,42.0,26.0,1110.0,100.0,3.63,4,2,46,1463.1,1370,636,590,157,498,35,1309,48,5,68,6146,1.2770000000000001,8.4,1.0,3.1,8.1,2.63,114,False
2018ATL,2018,ATL,NL,162.0,90.0,72.0,0.556,58.0,4.69,6251.0,5582.0,759.0,1433.0,314.0,29.0,175.0,717.0,90.0,36.0,511.0,1290.0,0.257,0.324,0.41700000000000004,0.742,2330.0,99.0,66.0,49.0,43.0,53.0,1143.0,98.0,3.75,2,1,40,1456.2,1236,657,607,153,635,43,1423,52,8,61,6155,1.284,7.6,0.9,3.9,8.8,2.24,110,False
2012TBR,2012,TBR,AL,162.0,90.0,72.0,0.556,38.0,4.3,6105.0,5398.0,697.0,1293.0,250.0,30.0,175.0,665.0,134.0,44.0,571.0,1323.0,0.24,0.317,0.39399999999999996,0.711,2128.0,133.0,58.0,34.0,42.0,26.0,1058.0,99.0,3.19,7,4,50,1459.2,1233,577,518,139,469,35,1383,54,4,59,6000,1.166,7.6,0.9,2.9,8.5,2.95,121,False
2005MIL,2005,MIL,NL,162.0,81.0,81.0,0.5,39.0,4.48,6156.0,5448.0,726.0,1413.0,327.0,19.0,175.0,689.0,79.0,34.0,531.0,1162.0,0.259,0.331,0.423,0.754,2303.0,137.0,73.0,66.0,38.0,55.0,1120.0,97.0,3.98,7,2,46,1438.0,1382,697,636,169,569,52,1173,45,8,66,6208,1.357,8.6,1.1,3.6,7.3,2.06,108,False
2017PHI,2017,PHI,NL,162.0,66.0,96.0,0.40700000000000003,51.0,4.26,6133.0,5535.0,690.0,1382.0,287.0,36.0,174.0,654.0,59.0,25.0,494.0,1417.0,0.25,0.315,0.409,0.723,2263.0,128.0,47.0,21.0,36.0,25.0,1079.0,89.0,4.57,1,0,33,1441.0,1471,782,731,221,527,39,1309,63,11,50,6235,1.3869999999999998,9.2,1.4,3.3,8.2,2.48,95,False
2006HOU,2006,HOU,NL,162.0,82.0,80.0,0.506,39.0,4.54,6326.0,5521.0,735.0,1407.0,275.0,27.0,174.0,708.0,79.0,36.0,585.0,1076.0,0.255,0.332,0.409,0.741,2258.0,122.0,73.0,100.0,46.0,54.0,1191.0,89.0,4.09,5,2,42,1468.2,1425,719,668,182,480,65,1160,54,2,44,6219,1.297,8.7,1.1,2.9,7.1,2.42,109,False
2011ATL,2011,ATL,NL,162.0,89.0,73.0,0.5489999999999999,45.0,3.96,6169.0,5528.0,641.0,1345.0,244.0,16.0,173.0,606.0,77.0,44.0,504.0,1260.0,0.243,0.308,0.387,0.695,2140.0,113.0,28.0,75.0,30.0,45.0,1109.0,90.0,3.49,3,2,52,1479.2,1332,605,573,125,521,73,1332,53,5,61,6220,1.252,8.1,0.8,3.2,8.1,2.56,110,False
2010COL,2010,COL,NL,162.0,83.0,79.0,0.512,43.0,4.75,6265.0,5530.0,770.0,1452.0,270.0,54.0,173.0,741.0,99.0,42.0,585.0,1274.0,0.263,0.336,0.425,0.76,2349.0,103.0,47.0,56.0,47.0,53.0,1175.0,92.0,4.14,6,2,35,1442.0,1405,717,663,139,525,54,1234,56,12,77,6143,1.338,8.8,0.9,3.3,7.7,2.35,112,False
2009ARI,2009,ARI,NL,162.0,70.0,92.0,0.43200000000000005,45.0,4.44,6269.0,5565.0,720.0,1408.0,307.0,45.0,173.0,686.0,102.0,40.0,571.0,1298.0,0.253,0.324,0.418,0.742,2324.0,93.0,37.0,54.0,41.0,47.0,1173.0,91.0,4.44,4,1,36,1447.2,1470,782,714,168,525,27,1158,53,2,79,6267,1.3780000000000001,9.1,1.0,3.3,7.2,2.21,101,False
2008BOS,2008,BOS,AL,162.0,95.0,67.0,0.586,37.0,5.22,6402.0,5596.0,845.0,1565.0,353.0,33.0,173.0,807.0,120.0,35.0,646.0,1068.0,0.28,0.358,0.447,0.805,2503.0,147.0,70.0,28.0,62.0,49.0,1262.0,107.0,4.01,5,2,47,1446.1,1369,694,645,147,548,17,1185,68,2,43,6180,1.325,8.5,0.9,3.4,7.4,2.16,116,False
2018CIN,2018,CIN,NL,162.0,67.0,95.0,0.414,53.0,4.3,6240.0,5532.0,696.0,1404.0,251.0,25.0,172.0,665.0,77.0,33.0,559.0,1376.0,0.254,0.32799999999999996,0.401,0.7290000000000001,2221.0,128.0,65.0,49.0,35.0,35.0,1179.0,95.0,4.65,1,0,38,1440.2,1491,819,745,228,532,60,1258,50,8,48,6279,1.4040000000000001,9.3,1.4,3.3,7.9,2.36,90,False
2013CHC,2013,CHC,NL,162.0,66.0,96.0,0.40700000000000003,56.0,3.72,6079.0,5498.0,602.0,1307.0,297.0,18.0,172.0,576.0,63.0,32.0,439.0,1230.0,0.23800000000000002,0.3,0.392,0.693,2156.0,120.0,67.0,43.0,30.0,28.0,1092.0,89.0,4.0,3,1,39,1448.0,1332,689,643,160,540,43,1184,62,4,59,6149,1.2930000000000001,8.3,1.0,3.4,7.4,2.19,97,False
2012CIN,2012,CIN,NL,162.0,97.0,65.0,0.599,38.0,4.13,6115.0,5477.0,669.0,1377.0,296.0,30.0,172.0,636.0,87.0,27.0,481.0,1266.0,0.251,0.315,0.41100000000000003,0.726,2249.0,100.0,47.0,73.0,37.0,54.0,1135.0,93.0,3.34,9,2,56,1453.0,1356,588,540,152,427,33,1248,51,7,34,6056,1.227,8.4,0.9,2.6,7.7,2.92,123,False
2008NYM,2008,NYM,NL,162.0,89.0,73.0,0.5489999999999999,50.0,4.93,6388.0,5606.0,799.0,1491.0,274.0,38.0,172.0,751.0,138.0,36.0,619.0,1024.0,0.266,0.34,0.42,0.7609999999999999,2357.0,129.0,39.0,73.0,49.0,71.0,1220.0,101.0,4.07,5,2,43,1464.1,1415,715,663,163,590,53,1181,70,4,55,6338,1.369,8.7,1.0,3.6,7.3,2.0,104,False
2003CHC,2003,CHC,NL,162.0,88.0,74.0,0.5429999999999999,42.0,4.47,6187.0,5519.0,724.0,1431.0,302.0,24.0,172.0,691.0,73.0,31.0,492.0,1158.0,0.259,0.32299999999999995,0.41600000000000004,0.7390000000000001,2297.0,135.0,50.0,80.0,46.0,40.0,1114.0,91.0,3.83,13,6,36,1456.1,1304,683,619,143,617,36,1404,71,3,63,6227,1.319,8.1,0.9,3.8,8.7,2.28,114,False
2015CHC,2015,CHC,NL,162.0,97.0,65.0,0.599,50.0,4.25,6200.0,5491.0,689.0,1341.0,272.0,30.0,171.0,657.0,95.0,37.0,567.0,1518.0,0.244,0.321,0.39799999999999996,0.7190000000000001,2186.0,101.0,74.0,32.0,35.0,47.0,1165.0,98.0,3.36,6,4,48,1461.1,1276,608,546,134,407,38,1431,46,3,66,5997,1.1520000000000001,7.9,0.8,2.5,8.8,3.52,114,False
2013CLE,2013,CLE,AL,162.0,92.0,70.0,0.568,39.0,4.6,6165.0,5465.0,745.0,1391.0,290.0,23.0,171.0,711.0,117.0,36.0,562.0,1283.0,0.255,0.327,0.41,0.737,2240.0,106.0,51.0,31.0,56.0,19.0,1126.0,107.0,3.82,3,3,38,1441.0,1359,662,611,147,554,26,1379,58,3,71,6154,1.328,8.5,0.9,3.5,8.6,2.49,100,False
2018NYM,2018,NYM,NL,162.0,77.0,85.0,0.475,56.0,4.17,6177.0,5468.0,676.0,1282.0,265.0,34.0,170.0,649.0,71.0,39.0,566.0,1404.0,0.23399999999999999,0.312,0.389,0.701,2125.0,116.0,73.0,28.0,42.0,36.0,1104.0,96.0,4.07,3,1,41,1460.2,1364,707,661,185,484,32,1446,71,2,26,6178,1.265,8.4,1.1,3.0,8.9,2.99,92,False
2017BOS,2017,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,5,1,39,1482.1,1384,668,615,195,465,18,1580,49,3,43,6217,1.247,8.4,1.2,2.8,9.6,3.4,123,False
2014CLE,2014,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,6,4,40,1468.1,1398,653,583,135,464,51,1450,58,2,56,6193,1.268,8.6,0.8,2.8,8.9,3.13,110,False
2019PIT,2019,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,1,0,31,1440.0,1511,911,830,241,584,22,1443,85,4,50,6391,1.455,9.4,1.5,3.7,9.0,2.47,85,False
2014TBR,2014,TBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,3,1,37,1463.2,1292,625,579,145,482,27,1437,58,3,65,6131,1.212,7.9,0.9,3.0,8.8,2.98,105,False
2018TBR,2018,TBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,0,0,52,1448.1,1236,646,603,164,501,34,1421,53,6,55,5992,1.199,7.7,1.0,3.1,8.8,2.84,110,False
2015CLE,2015,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,11,1,38,1432.2,1274,640,586,161,425,27,1407,48,5,48,5904,1.186,8.0,1.0,2.7,8.8,3.31,117,False
2018SDP,2018,SDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,0,0,36,1457.0,1430,767,714,185,519,28,1399,68,4,52,6254,1.338,8.8,1.1,3.2,8.6,2.7,88,False
2015SDP,2015,SDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,1,0,41,1440.1,1371,731,655,171,516,35,1393,54,3,54,6093,1.31,8.6,1.1,3.2,8.7,2.7,91,False
2012PHI,2012,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,5,4,42,1451.1,1387,680,622,178,409,33,1385,44,3,30,6072,1.237,8.6,1.1,2.5,8.6,3.39,105,False
2016MIA,2016,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,0,0,55,1435.0,1358,682,646,152,595,62,1379,61,3,66,6164,1.361,8.5,1.0,3.7,8.6,2.32,98,False
2019MIA,2019,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,2,2,27,1444.1,1340,808,760,236,615,52,1378,90,6,71,6247,1.354,8.3,1.5,3.8,8.6,2.24,91,False
2018MIN,2018,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2,1,37,1443.1,1425,775,722,198,573,34,1377,80,0,59,6287,1.3840000000000001,8.9,1.2,3.6,8.6,2.4,96,False
2014LAD,2014,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,7,3,47,1464.2,1338,617,554,142,429,35,1373,41,4,64,6075,1.206,8.2,0.9,2.6,8.4,3.2,103,False
2014NYY,2014,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,5,2,48,1453.0,1392,664,605,164,398,23,1370,65,6,49,6114,1.232,8.6,1.0,2.5,8.5,3.44,103,False
2019DET,2019,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26,0,0,31,1433.0,1555,915,837,250,536,24,1368,69,7,66,6341,1.459,9.8,1.6,3.4,8.6,2.55,90,False
2019SFG,2019,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,1,0,41,1469.1,1395,773,715,227,519,26,1368,65,4,53,6256,1.3030000000000002,8.5,1.4,3.2,8.4,2.64,97,False
2015CHW,2015,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,7,4,37,1452.2,1443,701,643,162,474,34,1359,62,2,61,6181,1.32,8.9,1.0,2.9,8.4,2.87,98,False
2015TBR,2015,TBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,1,1,60,1453.1,1314,642,604,175,477,23,1355,46,5,81,6069,1.232,8.1,1.1,3.0,8.4,2.84,105,False
2014LAA,2014,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,3,2,46,1482.2,1307,630,590,126,504,41,1342,63,4,74,6179,1.2209999999999999,7.9,0.8,3.1,8.1,2.66,101,False
2015PIT,2015,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,0,0,54,1489.2,1392,596,534,110,453,38,1338,75,4,67,6215,1.239,8.4,0.7,2.7,8.1,2.95,121,False
2018PIT,2018,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,3,2,40,1433.2,1380,693,638,174,497,43,1336,69,6,95,6144,1.3090000000000002,8.7,1.1,3.1,8.4,2.69,98,False
2018CHC,2018,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,1,0,46,1476.1,1319,645,598,157,622,33,1333,66,3,46,6264,1.315,8.0,1.0,3.8,8.1,2.14,115,False
2010SFG,2010,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,6,3,57,1461.0,1279,583,546,134,578,58,1331,51,4,74,6159,1.271,7.9,0.8,3.6,8.2,2.3,117,False
2015STL,2015,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,1,0,62,1464.2,1359,525,478,123,477,37,1329,45,5,48,6134,1.254,8.4,0.8,2.9,8.2,2.79,134,False
2012DET,2012,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,9,3,40,1430.2,1409,670,599,151,438,35,1318,42,6,46,6045,1.291,8.9,0.9,2.8,8.3,3.01,113,False
2014SEA,2014,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,2,1,51,1452.0,1240,554,512,137,463,36,1317,52,8,80,5974,1.173,7.7,0.8,2.9,8.2,2.84,115,False
2011SFG,2011,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,2,52,1468.0,1260,578,523,96,559,46,1316,50,4,42,6130,1.239,7.7,0.6,3.4,8.1,2.35,109,False
2014CHC,2014,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,1,1,37,1463.1,1398,707,638,115,504,37,1311,55,3,64,6208,1.3,8.6,0.7,3.1,8.1,2.6,97,False
2013TBR,2013,TBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,9,3,42,1464.0,1315,646,608,153,482,38,1310,52,6,69,6083,1.227,8.1,0.9,3.0,8.1,2.72,103,False
2016SFG,2016,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,10,3,43,1460.1,1334,631,599,158,439,30,1309,46,6,40,6049,1.214,8.2,1.0,2.7,8.1,2.98,109,False
2014NYM,2014,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,1,1,42,1463.2,1370,618,568,141,509,38,1303,50,1,56,6170,1.284,8.4,0.9,3.1,8.0,2.56,99,False
2002ARI,2002,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,14,5,40,1446.2,1361,674,631,170,421,30,1303,54,11,48,6067,1.232,8.5,1.1,2.6,8.1,3.1,116,False
2009SFG,2009,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,11,3,41,1446.0,1268,611,571,140,584,49,1302,41,3,71,6103,1.281,7.9,0.9,3.6,8.1,2.23,120,False
2014ATL,2014,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,5,2,54,1455.0,1369,597,547,121,472,36,1301,37,1,75,6087,1.265,8.5,0.7,2.9,8.0,2.76,106,False
2016PHI,2016,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,4,3,43,1437.0,1468,796,741,213,466,30,1299,51,9,57,6164,1.3459999999999999,9.2,1.3,2.9,8.1,2.79,91,False
2011PHI,2011,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,18,7,47,1477.0,1320,529,496,120,404,41,1299,47,6,23,6069,1.167,8.0,0.7,2.5,7.9,3.22,127,False
2013CIN,2013,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,5,2,43,1473.2,1294,589,554,170,435,28,1296,66,5,44,6077,1.173,7.9,1.0,2.7,7.9,2.98,112,False
2010SDP,2010,SDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,2,2,49,1456.2,1305,581,551,139,517,51,1295,28,5,29,6058,1.251,8.1,0.9,3.2,8.0,2.5,108,False
2013LAD,2013,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,7,4,46,1450.1,1321,582,524,127,460,44,1292,43,3,66,6032,1.228,8.2,0.8,2.9,8.0,2.81,110,False
2003ARI,2003,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,7,5,42,1455.0,1379,685,621,150,526,53,1291,72,9,52,6230,1.3090000000000002,8.5,0.9,3.3,8.0,2.45,122,False
